,open,high,low,close,adjclose,volume,ticker
2005-01-03,80.25,80.98999786376953,79.37000274658203,79.37999725341797,73.1343002319336,1435200,ZBH
2005-01-04,79.72000122070312,80.11000061035156,79.3499984741211,79.3499984741211,73.10661315917969,1234600,ZBH
2005-01-05,79.55000305175781,80.16999816894531,78.62000274658203,78.7300033569336,72.53540802001953,1183300,ZBH
2005-01-06,79.0,79.9800033569336,78.94999694824219,79.63999938964844,73.3738021850586,1158900,ZBH
2005-01-07,79.87999725341797,80.44999694824219,78.91999816894531,79.5,73.24482727050781,1142200,ZBH
2005-01-10,79.25,80.5,79.05999755859375,80.26000213623047,73.94503784179688,1197700,ZBH
2005-01-11,79.8499984741211,80.2699966430664,79.56999969482422,79.91999816894531,73.63179016113281,1349700,ZBH
2005-01-12,79.94999694824219,80.62000274658203,79.44999694824219,79.69000244140625,73.41987609863281,1751200,ZBH
2005-01-13,79.75,80.25,76.87999725341797,77.16000366210938,71.08891296386719,3658300,ZBH
2005-01-14,77.9800033569336,78.95999908447266,76.77999877929688,78.7699966430664,72.57225799560547,2504000,ZBH
2005-01-18,78.5199966430664,80.94000244140625,78.25,80.76000213623047,74.40567779541016,1670600,ZBH
2005-01-19,80.4000015258789,81.16999816894531,79.9000015258789,80.2699966430664,73.9542465209961,1886000,ZBH
2005-01-20,80.37000274658203,81.3499984741211,80.0,81.08999633789062,74.709716796875,1642800,ZBH
2005-01-21,81.44999694824219,81.56999969482422,80.2300033569336,80.5,74.16613006591797,1279600,ZBH
2005-01-24,79.75,80.48999786376953,79.22000122070312,79.9800033569336,73.68704986572266,1896100,ZBH
2005-01-25,80.2300033569336,80.79000091552734,79.61000061035156,80.1500015258789,73.84368896484375,1418500,ZBH
2005-01-26,80.5,81.16999816894531,80.44999694824219,81.0,74.6268081665039,1300200,ZBH
2005-01-27,80.48999786376953,80.51000213623047,79.0999984741211,79.95999908447266,73.66863250732422,2505800,ZBH
2005-01-28,79.80000305175781,80.0,79.44999694824219,79.88999938964844,73.60413360595703,1483800,ZBH
2005-01-31,79.9800033569336,80.25,78.5,78.8499984741211,72.64594268798828,2560900,ZBH
2005-02-01,84.0,87.66999816894531,82.5,87.4000015258789,80.52324676513672,6323600,ZBH
2005-02-02,87.4000015258789,89.0999984741211,86.20999908447266,86.62999725341797,79.81382751464844,2997700,ZBH
2005-02-03,86.0,86.94000244140625,85.9000015258789,86.55000305175781,79.74012756347656,1571300,ZBH
2005-02-04,86.76000213623047,87.69000244140625,86.69999694824219,87.19000244140625,80.32978057861328,1662200,ZBH
2005-02-07,86.69999694824219,86.69999694824219,85.05999755859375,85.47000122070312,78.74510192871094,2100700,ZBH
2005-02-08,85.3499984741211,85.9000015258789,84.25,85.0999984741211,78.40422821044922,1560100,ZBH
2005-02-09,84.3499984741211,85.2300033569336,84.19000244140625,84.19000244140625,77.56581115722656,1701400,ZBH
2005-02-10,84.19999694824219,85.5999984741211,83.26000213623047,85.25,78.54239654541016,2479700,ZBH
2005-02-11,85.1500015258789,85.94999694824219,84.20999908447266,85.08999633789062,78.39498138427734,1649700,ZBH
2005-02-14,84.9000015258789,85.08000183105469,83.06999969482422,83.61000061035156,77.03143310546875,1969600,ZBH
2005-02-15,82.6500015258789,83.37999725341797,82.23999786376953,83.16999816894531,76.62605285644531,2558000,ZBH
2005-02-16,82.75,84.54000091552734,82.75,84.4000015258789,77.75927734375,1806300,ZBH
2005-02-17,83.75,86.6500015258789,83.75,86.12000274658203,79.34393310546875,3470200,ZBH
